Function,Threads,Time(s),FLOP/s,Memory(Bytes)
compute_output_omp,408,0.006932,38723986477.82,25165824
compute_output_omp,409,0.010585,25359819511.29,25165824
compute_output_omp,410,0.006952,38612432073.89,25165824
compute_output_omp,411,0.009175,29257072131.66,25165824
compute_output_omp,412,0.008001,33550864379.36,25165824
compute_output_omp,413,0.009777,27455616144.23,25165824
compute_output_omp,414,0.009798,27396824674.97,25165824
compute_output_omp,415,0.011304,23747150654.74,25165824
compute_output_omp,416,0.007035,38157044323.13,25165824
compute_output_omp,417,0.008959,29963271951.32,25165824
compute_output_omp,418,0.009892,27136657190.71,25165824
compute_output_omp,419,0.008959,29962474568.02,25165824
compute_output_omp,420,0.012749,21055484204.04,25165824
compute_output_omp,421,0.009817,27344260032.61,25165824
compute_output_omp,422,0.007936,33825028746.10,25165824
compute_output_omp,423,0.008892,30188221440.44,25165824
compute_output_omp,424,0.010140,26473075637.02,25165824
compute_output_omp,425,0.009824,27324351579.73,25165824
compute_output_omp,426,0.009725,27602351234.19,25165824
compute_output_omp,427,0.009752,27526096052.68,25165824
compute_output_omp,428,0.012001,22367687278.34,25165824
compute_output_omp,429,0.007977,33651141934.44,25165824
compute_output_omp,430,0.007258,36985083333.64,25165824
compute_output_omp,431,0.007464,35964348905.72,25165824
compute_output_omp,432,0.007012,38282893806.28,25165824
compute_output_omp,433,0.009789,27422180984.04,25165824
compute_output_omp,434,0.007254,37005748786.94,25165824
compute_output_omp,435,0.007938,33816901148.63,25165824
compute_output_omp,436,0.007856,34169951649.25,25165824
compute_output_omp,437,0.011035,24325898946.56,25165824
compute_output_omp,438,0.007868,34117145142.35,25165824
compute_output_omp,439,0.006911,38841546446.43,25165824
compute_output_omp,440,0.007918,33902436219.29,25165824
compute_output_omp,441,0.009878,27175301268.20,25165824
compute_output_omp,442,0.007737,34695384020.30,25165824
compute_output_omp,443,0.008160,32897002391.31,25165824
compute_output_omp,444,0.010342,25955551358.81,25165824
compute_output_omp,445,0.012552,21385832181.18,25165824
compute_output_omp,446,0.013680,19622501774.94,25165824
compute_output_omp,447,0.009774,27464322645.26,25165824
compute_output_omp,448,0.012646,21226973602.36,25165824
compute_output_omp,449,0.007362,36461669964.79,25165824
compute_output_omp,450,0.010812,24827447283.13,25165824
compute_output_omp,451,0.007266,36943821592.16,25165824
compute_output_omp,452,0.007853,34182400474.91,25165824
compute_output_omp,453,0.007447,36046099146.55,25165824
compute_output_omp,454,0.007428,36138658540.93,25165824
compute_output_omp,455,0.007006,38315463904.80,25165824
compute_output_omp,456,0.007630,35181073863.16,25165824
compute_output_omp,457,0.009320,28802023658.71,25165824
compute_output_omp,458,0.006909,38853609871.03,25165824
compute_output_omp,459,0.009836,27291235167.68,25165824
compute_output_omp,460,0.006950,38623028604.25,25165824
compute_output_omp,461,0.005965,45001794909.57,25165824
compute_output_omp,462,0.006863,39112759912.55,25165824
compute_output_omp,463,0.007706,34834934155.58,25165824
compute_output_omp,464,0.010562,25415347784.26,25165824
compute_output_omp,465,0.006905,38875074471.47,25165824
compute_output_omp,466,0.009813,27354889740.83,25165824
compute_output_omp,467,0.011705,22933554137.83,25165824
compute_output_omp,468,0.007966,33697471173.31,25165824
compute_output_omp,469,0.011038,24319068337.96,25165824
compute_output_omp,470,0.007798,34423820798.07,25165824
compute_output_omp,471,0.007961,33718663916.70,25165824
compute_output_omp,472,0.009758,27509282321.21,25165824
compute_output_omp,473,0.007712,34806934394.00,25165824
compute_output_omp,474,0.006988,38413507568.84,25165824
compute_output_omp,475,0.007566,35479293717.86,25165824
compute_output_omp,476,0.007431,36123585306.81,25165824
compute_output_omp,477,0.006996,38370306609.50,25165824
compute_output_omp,478,0.007334,36601537883.77,25165824
compute_output_omp,479,0.007880,34065532263.55,25165824
compute_output_omp,480,0.006475,41455867551.92,25165824
compute_output_omp,481,0.007980,33639076989.62,25165824
compute_output_omp,482,0.007541,35597075685.06,25165824
compute_output_omp,483,0.006906,38869706098.27,25165824
