Function,Threads,Time(s),FLOP/s,Memory(Bytes)
apply_causal_mask_omp,431,0.000217,9666036288.14,33554432
apply_causal_mask_omp,432,0.000165,12711117084.12,33554432
apply_causal_mask_omp,433,0.000268,7825705535.77,33554432
apply_causal_mask_omp,434,0.000218,9623734159.96,33554432
apply_causal_mask_omp,435,0.000214,9795203810.92,33554432
apply_causal_mask_omp,436,0.000180,11650454334.05,33554432
apply_causal_mask_omp,437,0.000195,10753169953.80,33554432
apply_causal_mask_omp,438,0.000267,7853654484.11,33554432
apply_causal_mask_omp,439,0.000181,11589055365.23,33554432
apply_causal_mask_omp,440,0.000174,12049442496.18,33554432
apply_causal_mask_omp,441,0.000208,10087262640.15,33554432
apply_causal_mask_omp,442,0.000177,11838617795.70,33554432
apply_causal_mask_omp,443,0.000226,9278579137.35,33554432
apply_causal_mask_omp,444,0.000209,10041202080.15,33554432
apply_causal_mask_omp,445,0.000161,13031248921.79,33554432
apply_causal_mask_omp,446,0.000180,11650454334.05,33554432
apply_causal_mask_omp,447,0.000196,10700843092.71,33554432
apply_causal_mask_omp,448,0.000203,10336184514.93,33554432
apply_causal_mask_omp,449,0.000183,11453246122.67,33554432
apply_causal_mask_omp,450,0.000167,12565847174.58,33554432
apply_causal_mask_omp,451,0.000209,10029752590.89,33554432
apply_causal_mask_omp,452,0.000179,11728124029.61,33554432
apply_causal_mask_omp,453,0.000187,11205214041.03,33554432
apply_causal_mask_omp,454,0.000191,10981389540.83,33554432
apply_causal_mask_omp,455,0.000242,8666101499.71,33554432
apply_causal_mask_omp,456,0.000180,11650454334.05,33554432
apply_causal_mask_omp,457,0.000260,8062413402.57,33554432
apply_causal_mask_omp,458,0.000258,8129475990.95,33554432
apply_causal_mask_omp,459,0.000228,9200934123.65,33554432
apply_causal_mask_omp,460,0.000161,13031248921.79,33554432
apply_causal_mask_omp,461,0.000202,10384997664.94,33554432
apply_causal_mask_omp,462,0.000238,8813720463.13,33554432
apply_causal_mask_omp,463,0.000188,11162554596.71,33554432
apply_causal_mask_omp,464,0.000169,12423860200.86,33554432
apply_causal_mask_omp,465,0.000169,12406337125.82,33554432
apply_causal_mask_omp,466,0.000170,12336736356.53,33554432
apply_causal_mask_omp,467,0.000236,8884942446.67,33554432
apply_causal_mask_omp,468,0.000176,11918825233.34,33554432
apply_causal_mask_omp,469,0.000194,10819302610.34,33554432
apply_causal_mask_omp,470,0.000174,12049442496.18,33554432
apply_causal_mask_omp,471,0.000196,10700843092.71,33554432
apply_causal_mask_omp,472,0.000209,10029752590.89,33554432
apply_causal_mask_omp,473,0.000208,10087262640.15,33554432
apply_causal_mask_omp,474,0.000252,8321753095.75,33554432
apply_causal_mask_omp,475,0.000204,10287828096.15,33554432
apply_causal_mask_omp,476,0.000244,8589934592.00,33554432
apply_causal_mask_omp,477,0.000193,10859374101.49,33554432
apply_causal_mask_omp,478,0.000217,9666036288.14,33554432
apply_causal_mask_omp,479,0.000180,11650454334.05,33554432
apply_causal_mask_omp,480,0.000192,10926823630.07,33554432
apply_causal_mask_omp,481,0.000193,10872797308.04,33554432
apply_causal_mask_omp,482,0.000207,10133747721.44,33554432
apply_causal_mask_omp,483,0.000162,12935430915.01,33554432
apply_causal_mask_omp,484,0.000269,7797954806.92,33554432
apply_causal_mask_omp,485,0.000173,12115830609.10,33554432
apply_causal_mask_omp,486,0.000208,10087262640.15,33554432
apply_causal_mask_omp,487,0.000202,10384997664.94,33554432
apply_causal_mask_omp,488,0.000194,10806011083.79,33554432
apply_causal_mask_omp,489,0.000178,11791009413.15,33554432
apply_causal_mask_omp,490,0.000177,11838617795.70,33554432
apply_causal_mask_omp,491,0.000164,12803628853.29,33554432
apply_causal_mask_omp,492,0.000236,8884942446.67,33554432
apply_causal_mask_omp,493,0.000183,11453246122.67,33554432
apply_causal_mask_omp,494,0.000206,10180663220.15,33554432
apply_causal_mask_omp,495,0.000193,10859374101.49,33554432
apply_causal_mask_omp,496,0.000192,10926823630.07,33554432
apply_causal_mask_omp,497,0.000179,11728124029.61,33554432
apply_causal_mask_omp,498,0.000244,8589934592.00,33554432
apply_causal_mask_omp,499,0.000190,11036503164.63,33554432
apply_causal_mask_omp,500,0.000276,7595935252.34,33554432
